Sender_name,Receiver_name,currency,timestamp,total_sent,total_received,balance
Legendre Maury S.A.,Royal Schagen,EUR,2022-03-24T15:26:25.195682Z,58200.3663,58200.3663,0.0
Koninklijke van Brunswijk,Johnson-Dawson,EUR,2023-02-04T02:01:30.284266Z,82447.849,82447.849,0.0
Welch-Ryan,Samson et Fils,EUR,2023-03-08T12:11:37.144536Z,47491.1952,54723.5238,7232.328600000001
Guillon Lesage S.A.,Samson,EUR,2021-08-17T00:43:15.16549Z,32172.30841038407,32172.30841038407,0.0
Langlois S.A.R.L.,Merle,EUR,2021-03-01T10:06:10.921373Z,13745.5146484375,13745.5146484375,0.0
Auger Legros SARL,Drub Mende e.V.,EUR,2021-03-02T06:25:08.658882Z,33137.154012565195,33137.154012565195,0.0
Langlois S.A.R.L.,Jäntsch Schweitzer GmbH & Co. KG,EUR,2021-03-03T20:17:54.883463Z,94915.59291522806,31395.053981298715,-63520.53893392935
Schofield PLC,Putz,EUR,2021-03-19T02:43:47.31143Z,87220.6406,87220.6406,0.0
van der Noot & Jonkman,Mars,EUR,2021-03-20T05:02:24.219015Z,77633.87565196776,77633.87565196776,0.0
Cichorius,Schmitt,EUR,2021-03-22T17:31:52.591985Z,31752.311522048363,93371.9140625,61619.60254045164
Auger Legros SARL,Salz,EUR,2021-04-07T22:09:55.891332Z,73238.87792286668,47220.59847676624,-26018.279446100445
Ruppert GmbH & Co. KG,Fitzgerald Inc,EUR,2021-04-20T15:11:24.105091Z,53003.79909403786,53003.79909403786,0.0
Koninklijke van Brunswijk,Langlois S.A.R.L.,EUR,2021-05-04T20:21:14.86792Z,13035.10161065671,72575.91070705537,59540.80909639866
Teixeira S.A.S.,Croon Elektrotechniek,EUR,2021-05-20T15:30:20.002087Z,64089.69140625,64089.69140625,0.0
de Koning NV,Groen & de Leeuw,EUR,2021-06-06T11:06:54.950438Z,53095.138678003845,37648.689396633476,-15446.44928137037
"Forster, Mitchell and Hall",Samson et Fils,EUR,2021-06-12T01:33:21.828397Z,94326.7125974289,16737.903405049787,-77588.8091923791
Bender Scheibe GmbH & Co. OHG,Andrews-Finch,EUR,2021-06-18T23:39:49.065025Z,45469.10586850896,38066.273787832775,-7402.832080676184
Gröttner,"Wilkinson, Bennett and Stanley",EUR,2021-06-26T23:50:03.458255Z,32744.50995447539,55137.127998785305,22392.618044309915
"Johnston, Woodward and Anderson",Leconte,EUR,2021-07-02T00:16:11.133813Z,21403.4161628734,21403.4161628734,0.0
Kaul GbR,Portaal,EUR,2021-07-02T11:58:36.60612Z,20754.247488359146,4074.4206377430064,-16679.82685061614
van der Noot & Jonkman,Langlois S.A.R.L.,EUR,2021-07-11T15:42:07.549918Z,330605.98896215245,354301.4243891892,23695.435427036777
Cameron-Buckley,Coolen NV,EUR,2021-08-17T13:56:41.853514Z,59809.30678436762,59809.30678436762,0.0
Merle,Poirier S.A.R.L.,EUR,2021-08-30T00:10:08.837434Z,6477.390424964438,58422.8984375,51945.50801253556
Coolen NV,Armstrong Inc,EUR,2021-09-14T19:52:13.583938Z,62063.2363,62063.2363,0.0
"Gough, Evans and Blackburn",le Gallen & van Gelder,EUR,2021-09-16T15:44:10.085819Z,21706.881223328593,56246.41796875,34539.53674542141
Bourdon S.A.,Fitzgerald Inc,EUR,2021-09-17T15:19:10.891984Z,38802.23046875,57980.82185064278,19178.59138189278
Leduc,Bosch & van Haspengouw,EUR,2021-10-21T07:01:11.761642Z,30219.82682741232,30219.82682741232,0.0
Johnson Group,Fischer,EUR,2021-11-10T18:25:40.029885Z,89159.09495021337,89159.09495021337,0.0
Henderson-Wright,Trespa,EUR,2021-11-10T18:25:40.029885Z,14836.796894520601,89159.09495021337,74322.29805569278
Ruppert GmbH & Co. KG,"Stokes, Adams and Robinson",EUR,2021-11-16T03:32:05.379489Z,82268.3203125,104427.08629100036,22158.765978500363
"Howard, McCarthy and Harris",Guillon Lesage S.A.,EUR,2021-11-20T04:23:47.044772Z,95641.33342040704,76609.2252237416,-19032.108196665446
Grein Groth,Haneberg & Cammel,EUR,2021-11-21T19:50:35.541695Z,103288.1567440487,103288.1567440487,0.0
de Koning NV,Ferreira S.A.R.L.,EUR,2022-07-12T16:55:11.474603Z,96635.2127,96635.2127,0.0
"Houghton, Murray and Thomas",Merle,EUR,2022-12-26T20:25:26.365079Z,50363.6931,30730.8063,-19632.886799999997
"Kaur, Kemp and Turner",Royal Bastiaanse,EUR,2021-01-17T03:19:46.124424Z,167952.8696625,167891.5214556662,-61.348206833790755
Fischer,"Jones, Smith and Waters",EUR,2021-02-04T06:45:24.833847Z,7356.61279296875,7356.61279296875,0.0
Coolen NV,van der Noot & Jonkman,EUR,2021-02-24T18:39:01.215983Z,70931.70637743006,40238.16796875,-30693.538408680062
Trespa,Merle,EUR,2021-03-01T10:06:10.921373Z,35019.84955461079,13745.5146484375,-21274.334906173288
Coolen NV,Armstrong Inc,EUR,2021-03-02T23:05:38.293473Z,15583.983188771637,15583.983188771637,0.0
"Simpson, Thompson and Lamb",Evans-Davison,EUR,2021-03-14T13:54:32.897063Z,38402.74937766714,55708.775401103354,17306.026023436214
Fabre S.A.,Kusch,EUR,2021-03-16T20:02:05.785033Z,20503.12109375,20503.12109375,0.0
Armstrong Inc,Koninklijke van Brunswijk,EUR,2021-04-01T23:52:40.814686Z,8297.458311091677,71004.64052535682,62707.18221426514
Koninklijke van Brunswijk,"Gough, Evans and Blackburn",EUR,2021-04-06T20:22:48.946263Z,80792.2890625,80792.2890625,0.0
Evans-Davison,Bender Scheibe GmbH & Co. OHG,EUR,2021-04-13T23:17:03.681678Z,35007.54208155524,68201.3359375,33193.79385594476
Lesage,Groen & de Leeuw,EUR,2021-04-13T23:17:03.681678Z,68201.3359375,79748.6015625,11547.265625
Fitzgerald Inc,Guillon Lesage S.A.,EUR,2021-04-20T16:25:55.88611Z,83464.16399952584,83464.16399952584,0.0
"Smith, Francis and Hurst",Goudriaan NV,EUR,2021-05-24T22:21:35.557306Z,26129.13036391655,13913.872505757161,-12215.257858159388
Gröttner,Royal Bastiaanse,EUR,2021-05-26T10:15:08.490518Z,41146.50157531127,41146.50157531127,0.0
Georges S.A.,Bosch & van Haspengouw,EUR,2021-07-04T22:13:20.709118Z,36798.05688374523,36798.05688374523,0.0
Schofield PLC,Portaal,EUR,2021-07-22T23:58:39.561568Z,85565.3752072733,18105.699,-67459.6762072733
Stichting Mol,"Smith, Francis and Hurst",EUR,2021-07-26T15:15:28.238177Z,13224.9935,13224.9935,0.0
Lesage,Lesage,EUR,2021-08-09T22:01:54.141983Z,48982.92384730236,47554.513394973925,-1428.4104523284332
Johnson Group,Auger Legros SARL,EUR,2021-08-15T10:28:25.076138Z,11404.477174382155,11404.477174382155,0.0
Leduc,Lesage,EUR,2021-09-07T15:05:44.417726Z,113127.30343108304,5031.705078125,-108095.59835295804
Valette Fleury SA,Leblanc S.A.S.,EUR,2021-09-13T01:36:21.446648Z,18723.81577378248,42760.13988004859,24036.32410626611
"Gough, Evans and Blackburn",Franke,EUR,2021-09-16T15:44:10.085819Z,21706.881223328593,41751.94212247865,20045.060899150056
Teixeira S.A.S.,Schofield PLC,EUR,2021-09-16T22:40:15.616221Z,38066.273787832775,38066.273787832775,0.0
Speer Dobes GmbH,Teixeira S.A.S.,EUR,2021-10-10T09:31:11.017956Z,69450.4765625,85268.7109375,15818.234375
Leconte,Franke,EUR,2021-10-11T22:22:02.123159Z,70706.46633475581,78241.7911332385,7535.3247984826885
Teixeira S.A.S.,Putz,EUR,2021-10-21T01:40:53.391891Z,54285.41603401154,54285.41603401154,0.0
Leduc,Croon Elektrotechniek,EUR,2021-10-21T01:40:53.391891Z,74315.06383490232,76211.03751778093,1895.9736828786117
Wagenvoort Groep,Legendre Maury S.A.,EUR,2021-10-29T17:23:51.681994Z,76746.31045519204,62029.89374557141,-14716.41670962063
Royal Schagen,Freudenberger Grein Groth GmbH & Co. KG,EUR,2021-11-12T02:51:31.157595Z,79230.36712977022,42136.2239,-37094.14322977023
Ruppert GmbH & Co. KG,Coolen NV,EUR,2021-11-16T03:32:05.379489Z,82268.3203125,38443.83984375,-43824.48046875
Bosch & van Haspengouw,Leduc,EUR,2022-08-20T01:48:38.599836Z,36003.4439,36003.4439,0.0
Hanegraaff & Hekker,Merle,EUR,2022-10-22T02:20:41.009414Z,11830.4272,11830.4272,0.0
Wagenvoort Groep,Delahaye,EUR,2021-01-09T16:14:41.160841Z,6096.102270033191,78540.6545,72444.55222996681
"Kaur, Kemp and Turner",Armstrong Inc,EUR,2021-01-17T03:19:46.124424Z,167952.8696625,144710.725,-23242.14466249998
"Cooper, Bailey and Barker",Bosch & van Haspengouw,EUR,2021-01-26T00:16:52.458312Z,72607.45468948755,97154.8719772404,24547.417287752847
Hayes and Sons,Leconte,EUR,2021-02-06T12:29:31.75999Z,53676.14242532006,53676.14242532006,0.0
"Cooke, Cook and Bell",Speer Dobes GmbH,EUR,2021-03-02T23:55:39.858609Z,46740.72043799973,20135.976025367472,-26604.744412632255
Armstrong Inc,Coolen NV,EUR,2021-03-22T16:30:37.899075Z,43473.171875,69602.78413479011,26129.612259790112
Freudenberger Grein Groth GmbH & Co. KG,Schmitt,EUR,2021-03-25T00:30:43.804192Z,61868.62890625,69639.7498,7771.120893750005
Gröttner,Poirier S.A.R.L.,EUR,2021-04-12T14:38:28.232432Z,79624.6953125,94303.9453125,14679.25
Henderson-Wright,Schmitt,EUR,2021-05-26T19:15:01.067989Z,10168.84675669349,51829.48416630701,41660.63740961352
Guillon Lesage S.A.,"Kaur, Kemp and Turner",EUR,2021-07-05T09:10:56.060948Z,71033.75520312783,71033.75520312783,0.0
Merle,Fitzgerald Inc,EUR,2021-07-31T12:23:24.706279Z,64846.56717784617,57795.43017385363,-7051.137003992539
Trespa,Schmitt,EUR,2021-09-05T00:15:51.338906Z,20326.798838311995,20326.798838311995,0.0
"Wilkinson, Bennett and Stanley",Royal Bastiaanse,EUR,2021-09-09T11:17:19.801331Z,34347.580208380656,34347.580208380656,0.0
Guibert S.A.S.,"Johnston, Woodward and Anderson",EUR,2021-09-21T04:37:09.631835Z,54214.66146624152,77463.0766651483,23248.415198906776
Teixeira S.A.S.,Evans-Davison,EUR,2021-10-21T01:40:53.391891Z,54285.41603401154,79254.96950602287,24969.55347201133
Franke,Welch-Ryan,EUR,2021-11-19T01:26:18.260051Z,77286.3828125,77286.3828125,0.0
"Johnson, Hope and Evans",Striebitz,EUR,2021-11-20T04:23:47.044772Z,49467.1083,49467.109375,0.0010750000001280569
Gröttner,Guillon Lesage S.A.,EUR,2021-11-20T04:23:47.044772Z,49467.109375,76609.2252237416,27142.115848741596
Cichorius,Putz,EUR,2021-12-08T07:13:02.3566Z,83656.4684,10624.9791,-73031.4893
Moran PLC,Fabre SA,EUR,2021-12-26T22:43:02.126163Z,82447.849,82447.849,0.0
Ruppert GmbH & Co. KG,"Houghton, Murray and Thomas",EUR,2022-09-14T07:16:43.732454Z,42329.849,42329.849,0.0
Kaul GbR,Bosch & van Haspengouw,EUR,2021-01-10T12:40:07.113736Z,23700.45321831663,23700.45321831663,0.0
Teixeira S.A.S.,Haneberg & Cammel,EUR,2021-01-18T19:06:45.207644Z,64455.45000759186,1343.9693677024063,-63111.48063988946
Johnson Group,Goudriaan NV,EUR,2021-01-30T11:20:03.563063Z,77971.35179420994,5984.87255859375,-71986.47923561619
Evans-Davison,Bosch & van Haspengouw,EUR,2021-02-01T04:25:23.570481Z,75479.6172,28086.37442744711,-47393.24277255288
Hope-Short,Scholz AG,EUR,2021-03-31T22:49:03.509099Z,7899.4185,74239.5882430606,66340.1697430606
"Forster, Mitchell and Hall","Cooke, Cook and Bell",EUR,2021-06-04T14:12:21.248092Z,87735.5546875,40268.1953125,-47467.359375
Georges S.A.,Putz,EUR,2021-06-13T08:39:44.082371Z,60256.04343810102,60256.04343810102,0.0
Portaal,"Cooke, Cook and Bell",EUR,2021-07-01T04:06:14.295708Z,77345.41071970847,46115.90083763539,-31229.50988207308
Guillon Lesage S.A.,Leconte,EUR,2021-07-02T15:49:32.036568Z,38941.46912010325,38941.46912010325,0.0
"Simpson, Thompson and Lamb",Cameron-Buckley,EUR,2021-07-05T19:44:11.254507Z,9313.905285200932,15674.382853247986,6360.477568047054
Speer Dobes GmbH,Groen & de Leeuw,EUR,2021-07-17T18:48:25.266264Z,623.725,623.725,0.0
Poirier S.A.R.L.,Cameron-Buckley,EUR,2021-08-17T13:56:41.853514Z,49738.1661,73944.73124810203,24206.565148102032
"Simpson, Thompson and Lamb",Striebitz,EUR,2021-09-06T03:06:21.84795Z,40897.9221,93364.57858841988,52466.65648841988
Ruppert GmbH & Co. KG,Merle,EUR,2021-09-09T08:12:50.98753Z,71949.01413859485,31947.01280227596,-40002.00133631889
Delahaye,Cameron-Buckley,EUR,2021-09-16T13:57:22.861847Z,110322.16624738778,59767.8771,-50554.28914738778
Scholz AG,Cameron-Buckley,EUR,2021-09-19T10:48:47.445437Z,99831.5546875,99831.5546875,0.0
Portaal,Haneberg & Cammel,EUR,2021-10-02T01:17:29.379598Z,41245.07637169498,41245.07637169498,0.0
"Johnston, Woodward and Anderson","Kaur, Kemp and Turner",EUR,2021-10-14T18:11:20.856991Z,27055.72386817998,27055.72386817998,0.0
"Jones, Shepherd and Price",Hope-Short,EUR,2021-10-18T18:28:11.147245Z,203853.61535753225,170041.6446069813,-33811.97075055094
Poirier S.A.R.L.,Ehlert,EUR,2021-10-21T02:21:59.445432Z,97489.828125,63605.5623,-33884.265825
Putz,Teixeira S.A.S.,EUR,2021-10-23T03:15:33.265984Z,91876.88922475107,91876.88922475107,0.0
Coolen NV,Gröttner,EUR,2021-10-25T02:30:04.577983Z,16436.377234854237,13113.203125,-3323.174109854237
Legendre Maury S.A.,Gröttner,EUR,2021-11-16T17:46:27.24182Z,23170.62230970607,27289.5877,4118.965390293932
Ruppert GmbH & Co. KG,Merle,EUR,2021-11-20T04:23:47.044772Z,76609.2252237416,50072.992585281914,-26536.23263845968
"Cooke, Cook and Bell",Morin Boulanger et Fils,EUR,2021-12-01T18:30:31.855846Z,75427.6347,75427.6347,0.0
Cichorius,Koninklijke van Brunswijk,EUR,2021-12-08T07:13:02.3566Z,83656.4684,83656.4684,0.0
Valette Fleury SA,Royal Bastiaanse,EUR,2022-05-13T00:54:25.165829Z,7592.8275,7592.8275,0.0
Delahaye,Winters Groep,EUR,2022-09-16T00:40:09.594811Z,18329.2723,55453.8697,37124.5974
Coolen NV,"Kaur, Kemp and Turner",EUR,2021-01-17T03:19:46.124424Z,79380.96402323376,770.0010952841886,-78610.96292794957
Hayes and Sons,van der Noot & Jonkman,EUR,2021-01-31T04:15:29.454954Z,87352.15640500051,75123.37020715972,-12228.78619784079
"Johnston, Woodward and Anderson",Trespa,EUR,2021-02-01T09:21:15.533691Z,56385.6015625,45.97211958051802,-56339.62944291948
Fitzgerald Inc,"Kaur, Kemp and Turner",EUR,2021-03-09T05:05:00.582853Z,93625.9677,50657.703125,-42968.264574999994
Guillon Lesage S.A.,Wagenvoort Groep,EUR,2021-03-11T15:23:17.094841Z,12613.940626481744,12613.940626481744,0.0
"Johnston, Woodward and Anderson",Poirier S.A.R.L.,EUR,2021-03-13T15:56:27.629652Z,20576.473374708978,82973.38,62396.90662529103
Bosch & van Haspengouw,Moran PLC,EUR,2021-03-16T05:35:16.655035Z,40165.10791698846,30954.903947988594,-9210.203968999867
Kaul GbR,"Jones, Shepherd and Price",EUR,2021-04-04T23:05:20.020411Z,68372.39169259949,68372.39169259949,0.0
"Wilkinson, Bennett and Stanley",Freudenberger Grein Groth GmbH & Co. KG,EUR,2021-04-18T22:52:57.205197Z,15230.398367117117,19040.547949265056,3810.1495821479384
Gröttner,"Kaur, Kemp and Turner",EUR,2021-05-04T00:42:58.584834Z,12621.466818820225,46767.41929828048,34145.952479460255
Nelson Group,Koninklijke van Brunswijk,EUR,2021-05-04T00:42:58.584834Z,67032.85028449503,67032.85028449503,0.0
"Jones, Shepherd and Price",Ehlert,EUR,2021-05-12T22:22:57.071046Z,83295.57963862739,83295.57963862739,0.0
Bourdon S.A.,Putz,EUR,2021-05-24T04:45:32.069224Z,54392.99178431083,5836.9345,-48556.057284310824
"Stokes, Adams and Robinson",le Gallen & van Gelder,EUR,2021-06-26T00:54:44.205182Z,59298.38151002126,60443.81640625,1145.4348962287404
Ferreira S.A.R.L.,Leduc,EUR,2021-07-09T10:13:52.47257Z,60198.81682669512,60198.81682669512,0.0
Winters Groep,"Smith, Francis and Hurst",EUR,2021-07-26T15:15:28.238177Z,51360.00480561739,13224.9935,-38135.01130561739
Merle,Koninklijke Stinis,EUR,2021-08-17T18:18:50.617244Z,3704.421063744666,3704.421063744666,0.0
Putz,Leduc,EUR,2021-08-26T10:23:39.739746Z,79308.34370554765,94329.2374,15020.893694452345
Wagenvoort Groep,Hanegraaff & Hekker,EUR,2021-09-02T03:48:28.445666Z,82928.7421875,94205.07847992003,11276.336292420034
Le Gall SARL,Salz,EUR,2021-09-17T01:56:45.521775Z,1784.9483642578125,75870.82294600672,74085.87458174891
"Johnston, Woodward and Anderson","Houghton, Murray and Thomas",EUR,2021-09-19T01:40:45.174397Z,43174.44921875,77927.5181,34753.06888125
"Smith, Francis and Hurst",Cameron-Buckley,EUR,2021-10-20T05:02:42.247348Z,75465.4296875,75465.4296875,0.0
Croon Elektrotechniek,Morin Boulanger et Fils,EUR,2021-10-24T23:37:07.441449Z,82740.2903254378,52135.272196538644,-30605.01812889916
Drub Mende e.V.,Nelson Group,EUR,2021-11-12T02:51:31.157595Z,42136.2239,71463.3359375,29327.112037500003
Salz,Putz,EUR,2021-11-12T22:09:34.105694Z,99606.328125,99606.328125,0.0
"Cooper, Bailey and Barker",Kostolzin AG,EUR,2022-02-10T07:03:14.459154Z,38628.661,38628.661,0.0
Ehlert,Bourdon S.A.,EUR,2022-06-29T21:40:34.69032Z,53674.9766,2705.7496,-50969.227
Trespa,Ruppert GmbH & Co. KG,EUR,2021-01-03T06:15:54.838236Z,52960.5152027027,52960.5152027027,0.0
Auger Legros SARL,Goudriaan NV,EUR,2021-01-30T11:20:03.563063Z,96914.4223226035,5984.87255859375,-90929.54976400975
Legendre Maury S.A.,Poirier S.A.R.L.,EUR,2021-02-22T20:48:26.36961Z,104427.08629100036,104427.08629100036,0.0
"Jones, Smith and Waters",Poirier S.A.R.L.,EUR,2021-02-22T20:48:26.36961Z,74707.67395685159,104427.08629100036,29719.412334148772
Teixeira S.A.S.,Le Gall SARL,EUR,2021-02-23T07:16:13.464087Z,77541.88151967757,77541.88151967757,0.0
Didier,"Jones, Smith and Waters",EUR,2021-03-02T06:25:08.658882Z,90932.4102062589,11830.4272,-79101.98300625889
Poirier S.A.R.L.,"Sanderson, Fox and Holland",EUR,2021-03-09T01:24:22.378973Z,49027.77734375,49027.77734375,0.0
Trespa,Armstrong Inc,EUR,2021-03-14T13:54:32.897063Z,14920.388671875,38402.74937766714,23482.36070579214
Gröttner,Koninklijke van Brunswijk,EUR,2021-04-12T14:38:28.232432Z,79624.6953125,79624.6953125,0.0
Salz,Groen & de Leeuw,EUR,2021-04-13T23:17:03.681678Z,23277.548627595173,79748.6015625,56471.05293490483
Mars,Stichting Mol,EUR,2021-05-02T12:04:30.16243Z,7955.255,99906.5363,91951.2813
Didier,"Stokes, Adams and Robinson",EUR,2021-05-12T03:00:25.722727Z,49307.891,78139.7890625,28831.898062499997
Henderson-Wright,Jäntsch Schweitzer GmbH & Co. KG,EUR,2021-05-26T19:15:01.067989Z,10168.84675669349,10168.84675669349,0.0
Moran PLC,Lesage,EUR,2021-06-12T01:33:21.828397Z,16737.903405049787,94326.7125974289,77588.8091923791
Pruvost,Hope-Short,EUR,2021-06-21T17:01:52.904023Z,27012.60594476055,27012.60594476055,0.0
Wagenvoort Groep,Royal Schagen,EUR,2021-07-05T02:57:46.079319Z,7630.84423828125,7630.84423828125,0.0
Winters Groep,Guillon Lesage S.A.,EUR,2021-07-05T19:44:11.254507Z,15674.382853247986,48223.599010194404,32549.21615694642
Koninklijke Stinis,Johnson-Dawson,EUR,2021-07-10T19:36:15.754952Z,106175.25383881519,106175.25383881519,0.0
Leblanc S.A.S.,Stichting Mol,EUR,2021-07-13T01:23:40.942898Z,19499.9921875,90189.4960269258,70689.5038394258
Bourdon S.A.,Royal Bastiaanse,EUR,2021-07-13T06:58:46.802136Z,88968.25098241867,28341.33984375,-60626.91113866867
"Simpson, Thompson and Lamb","Smith, Francis and Hurst",EUR,2021-07-22T14:33:33.48526Z,102047.24979556605,46696.17561640588,-55351.07417916017
Leduc,Koninklijke Stinis,EUR,2021-08-11T01:43:19.467333Z,70507.8151,39168.4558736368,-31339.35922636321
Ruppert GmbH & Co. KG,Guillon Lesage S.A.,EUR,2021-08-17T03:10:48.407302Z,19275.645457591312,19275.645457591312,0.0
Bourdon S.A.,"Simpson, Thompson and Lamb",EUR,2021-08-17T18:18:50.617244Z,27096.9296875,78540.65625,51443.7265625
Cameron-Buckley,Armstrong Inc,EUR,2021-10-08T23:27:36.790183Z,50454.188151967755,50454.188151967755,0.0
Kostolzin AG,Fabre S.A.,EUR,2021-10-21T00:34:32.456325Z,9275.9638671875,48033.796196392876,38757.832329205376
Portaal,Kusch,EUR,2021-11-20T04:59:33.746736Z,109888.89506282599,127999.2591275486,18110.364064722613
le Gallen & van Gelder,Goudriaan NV,EUR,2022-10-24T17:07:09.570349Z,47021.5937,4007.6763,-43013.9174
Grein Groth,Portaal,EUR,2022-11-12T15:49:27.962228Z,30937.833,30937.833,0.0
Leconte,"Houghton, Murray and Thomas",EUR,2022-12-24T18:52:26.499771Z,49052.112,49052.112,0.0
Teixeira S.A.S.,Bosch & van Haspengouw,EUR,2023-01-05T21:30:01.512666Z,25707.1445,25707.1445,0.0
Morin Boulanger et Fils,Salz,EUR,2023-02-05T15:42:55.657634Z,1900.3732,1900.3732,0.0
Leconte,"Houghton, Murray and Thomas",EUR,2023-04-13T12:23:29.164087Z,71697.664,71697.664,0.0
Poirier S.A.R.L.,Delahaye,EUR,2021-01-09T16:14:41.160841Z,57279.2525,78540.6545,21261.402000000002
Cameron-Buckley,"Houghton, Murray and Thomas",EUR,2021-01-17T03:19:46.124424Z,112204.7315,162534.453125,50329.721625000006
Remmers & Gruijl,Delahaye,EUR,2021-02-21T06:55:11.191433Z,37989.383297771456,23174.20256564601,-14815.180732125446
Trespa,Trespa,EUR,2021-02-23T11:22:11.451672Z,20404.4219,61704.118,41299.6961
"Johnston, Woodward and Anderson",Royal Schagen,EUR,2021-03-12T08:36:48.197849Z,100038.25981880756,100038.25981880756,0.0
Armstrong Inc,Guillon Lesage S.A.,EUR,2021-04-01T23:52:40.814686Z,8297.458311091677,101531.71068621661,93234.25237512494
Didier,Delahaye,EUR,2021-05-07T00:19:09.646407Z,6941.973,6941.973,0.0
Bourdon S.A.,Drub Mende e.V.,EUR,2021-05-24T04:45:32.069224Z,54392.99178431083,24863.658203125,-29529.333581185827
Bender Scheibe GmbH & Co. OHG,Groen & de Leeuw,EUR,2021-05-25T11:04:54.252743Z,73839.49739212898,73839.49739212898,0.0
Merle,Koninklijke Stinis,EUR,2021-05-27T10:47:15.118848Z,15162.39960553953,15162.39960553953,0.0
Fischer,Didier,EUR,2021-06-02T14:43:17.365464Z,81434.796875,14540.9826,-66893.814275
Salz,Samson et Fils,EUR,2021-06-29T18:03:30.647455Z,23981.171875,24111.703125,130.53125
Stichting Mol,Koninklijke van Brunswijk,EUR,2021-07-14T05:26:08.064539Z,16257.166796360967,72673.84572072072,56416.67892435976
Samson,Kusch,EUR,2021-08-12T22:50:48.596714Z,19725.347469179706,78373.93,58648.58253082029
Winters Groep,Samson,EUR,2021-09-09T01:03:16.451177Z,88113.02677232873,48808.105419323816,-39304.92135300491
Winters Groep,Bender Scheibe GmbH & Co. OHG,EUR,2021-09-30T04:32:51.551226Z,4846.070511610144,12224.1865,7378.115988389855
Ruppert GmbH & Co. KG,"Wilkinson, Bennett and Stanley",EUR,2021-10-01T09:53:53.052319Z,42565.15952399028,81552.713,38987.55347600972
Stichting Mol,"Wilkinson, Bennett and Stanley",EUR,2021-10-12T12:24:27.919888Z,1378.96007511198,6798.603515625,5419.64344051302
Speer Dobes GmbH,Ferreira S.A.R.L.,EUR,2021-10-12T19:44:55.555445Z,60584.747317542264,78462.24513987672,17877.49782233445
Trespa,Welch-Ryan,EUR,2021-10-29T17:23:51.681994Z,62029.89374557141,81080.47356567094,19050.579820099527
"Forster, Mitchell and Hall",Bosch & van Haspengouw,EUR,2021-11-18T14:48:39.952667Z,36434.46983167378,67733.94795778925,31299.47812611547
Evans-Davison,Merle,EUR,2022-02-02T09:30:18.476123Z,34007.2376,82957.9436,48950.706
Winters Groep,Merle,EUR,2022-10-22T02:20:41.009414Z,1373.7855,11830.4272,10456.6417
Ehlert,Maillard,EUR,2022-11-08T18:28:27.912917Z,67452.8922,67452.8922,0.0
Remmers & Gruijl,Guillon Lesage S.A.,EUR,2021-01-21T02:34:02.50913Z,67464.69784391133,67464.69784391133,0.0
Hope-Short,Moran PLC,EUR,2021-02-05T04:54:31.953189Z,13485.77156600661,35143.73133667375,21657.95977066714
Leconte,Langlois S.A.R.L.,EUR,2021-02-06T18:04:17.050639Z,7201.8525515647225,86480.63359412043,79278.78104255571
Merle,Schofield PLC,EUR,2021-02-14T23:05:27.05564Z,22040.202070047577,92823.516,70783.31392995242
"Houghton, Murray and Thomas",Poirier S.A.R.L.,EUR,2021-03-13T15:56:27.629652Z,50151.22688477952,82973.38,32822.153115220484
Ruppert GmbH & Co. KG,"Houghton, Murray and Thomas",EUR,2021-03-17T22:01:21.130857Z,54731.4609375,54731.4609375,0.0
Guibert S.A.S.,Maillard,EUR,2021-03-21T19:24:06.533518Z,48749.95703125,48749.95703125,0.0
Stichting Mol,Fischer,EUR,2021-03-31T09:45:36.11858Z,18207.02013691323,18207.02013691323,0.0
"Sanderson, Fox and Holland",Remmers & Gruijl,EUR,2021-04-07T10:11:05.848455Z,88257.39050006814,88257.39050006814,0.0
Goudriaan NV,Wagenvoort Groep,EUR,2021-04-19T21:16:46.834896Z,49870.60546875,49616.550349691795,-254.05511905820458
Nelson Group,"Kaur, Kemp and Turner",EUR,2021-05-04T00:42:58.584834Z,67032.85028449503,46767.41929828048,-20265.430986214546
Teixeira S.A.S.,Pruvost,EUR,2021-06-18T23:39:49.065025Z,38066.273787832775,45469.10586850896,7402.832080676184
Hayes and Sons,Bourdon S.A.,EUR,2021-07-20T01:38:10.387514Z,8599.55473565671,8599.55473565671,0.0
le Gallen & van Gelder,Henderson-Wright,EUR,2021-07-29T23:58:35.424526Z,98223.38561068961,76547.56933900193,-21675.816271687683
Didier,Guillon Lesage S.A.,EUR,2021-08-17T03:10:48.407302Z,41997.381015884304,19275.645457591312,-22721.735558292992
Hope-Short,"Jones, Shepherd and Price",EUR,2021-08-25T22:55:35.189433Z,41771.974276908484,64455.45000759186,22683.475730683378
Nelson Group,Morin Boulanger et Fils,EUR,2021-09-26T06:23:27.523798Z,66100.72595345721,41958.322,-24142.403953457208
Valette Fleury SA,Leconte,EUR,2021-10-25T02:30:04.577983Z,13113.203125,40250.90706928839,27137.70394428839
Auger Legros SARL,de Koning NV,EUR,2021-11-08T00:32:39.715771Z,31947.01280227596,21255.168001568985,-10691.844800706975
"Cooper, Bailey and Barker",Guibert S.A.S.,EUR,2021-11-10T00:53:28.750649Z,80364.5390625,19439.736435874078,-60924.802626625926
Valette Fleury SA,Bender Scheibe GmbH & Co. OHG,EUR,2021-11-16T06:56:10.239366Z,60499.9280354793,24549.4611,-35950.4669354793
Cichorius,Trespa,EUR,2022-06-04T11:25:09.408478Z,70171.5004,87372.97,17201.469599999997
